,Unnamed: 0,id,source,target,package,section,object,subsection,source_text,node_colour
1144,1315,id10741,4.9,WGII SPM D.2,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1145,1316,id10741,4.9,WGII SPM D2.1,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1146,1317,id10741,4.9,WGII SPM 2.2,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1147,1318,id10741,4.9,WGII SPM D4,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1148,1319,id10741,4.9,WGII SPM D4.1,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1149,1320,id10741,4.9,WGII SPM D4.2,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1150,1321,id10741,4.9,WGII SPM D5.2,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1151,1322,id10741,4.9,WGII SPM Figure SPM 5,WGII,SPM,Figure,,Climate  resilient  development  strategies  that ,#605e14
1152,1323,id10760,4.9,WGII SPM C.2,WGII,SPM,,,Approaches that align goals and actions across sec,#605e14
1153,1324,id10760,4.9,WGII SPM C.2.1–2.13,WGII,SPM,,,Approaches that align goals and actions across sec,#605e14
1154,1325,id10760,4.9,WGII SPM C.4.4,WGII,SPM,,,Approaches that align goals and actions across sec,#605e14
1155,1326,id10760,4.9,WGIII SPM C.6.3,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1156,1327,id10760,4.9,WGIII SPM C.6,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1157,1328,id10760,4.9,WGIII SPM C.7.2,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1158,1329,id10760,4.9,WGIII SPM C.8.5,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1159,1330,id10760,4.9,WGIII SPM D.1.2,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1160,1331,id10760,4.9,WGIII SPM D.1.5,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1161,1332,id10760,4.9,WGIII SPM E.1.2,WGIII,SPM,,,Approaches that align goals and actions across sec,#ff9b70
1162,1333,id10875,4.9,WGII SPM C.1,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1163,1334,id10875,4.9,WGII SPM C.2,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1164,1335,id10875,4.9,WGII SPM C.2,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1165,1336,id10875,4.9,WGII SPM C.5,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1166,1337,id10875,4.9,WGII SPM D.2,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1167,1338,id10875,4.9,WGII SPM D.3.2,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1168,1339,id10875,4.9,WGII SPM D.3.3,WGII,SPM,,,"cooperation, finance, and more integrated cross-se",#605e14
1169,1340,id10875,4.9,WGII SPM Figure SPM 4,WGII,SPM,Figure,,"cooperation, finance, and more integrated cross-se",#605e14
1170,1341,id10875,4.9,WGIII SPM C.6.3,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1171,1342,id10875,4.9,WGIII SPM C.8.2,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1172,1343,id10875,4.9,WGIII SPM C.9,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1173,1344,id10875,4.9,WGIII SPM C.9.1,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1174,1345,id10875,4.9,WGIII SPM C.9.2,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1175,1346,id10875,4.9,WGIII SPM D.2,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1176,1347,id10875,4.9,WGIII SPM D.2.4,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1177,1348,id10875,4.9,WGIII SPM D.3.2,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1178,1349,id10875,4.9,WGIII SPM E.1,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1179,1350,id10875,4.9,WGIII SPM E.2.4,WGIII,SPM,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1180,1351,id10875,4.9,WGIII SPM Figure SPM 8,WGIII,SPM,Figure,,"cooperation, finance, and more integrated cross-se",#ff9b70
1181,1352,id10875,4.9,WGIII TS 7,WGIII,TS,,,"cooperation, finance, and more integrated cross-se",#ff9b70
1182,1353,id10875,4.9,WGIII TS Figure TS 29,WGIII,TS,Figure,,"cooperation, finance, and more integrated cross-se",#ff9b70
1183,1354,id10875,4.9,SRCCL ES Section 7.4.8,SRCCL,ES,,Section 7.4.8,"cooperation, finance, and more integrated cross-se",#ee6637
1184,1355,id10875,4.9,SRCCL SPM B.6,SRCCL,SPM,,,"cooperation, finance, and more integrated cross-se",#ee6637
